Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2022Q4,0.0020359,164.677
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2022Q4,0.0074903,514.221
Industry groups,Printing,SG01RSC04B01CC4,2022Q4,0.0017606,134.217
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2022Q4,0.0146125,472.241
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2022Q4,0.0037743,283.048
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2022Q4,0.0102226,667.519
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2022Q4,0.0169084,1295.039
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2022Q4,0.0026211,204.805
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2022Q4,0.0269336,1850.830
Industry groups,Construction,SG01RSC04B01EE1,2022Q4,0.0678191,4406.569
Industry groups,Wholesale trade,SG01RSC04B01FF1,2022Q4,0.0529593,3762.380
Industry groups,Retail trade,SG01RSC04B01GH1,2022Q4,0.0473647,3485.191
Industry groups,Accommodation services,SG01RSC04B01GH2,2022Q4,0.0185142,1402.084
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2022Q4,0.0365972,2695.886
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2022Q4,0.0215019,2903.588
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2022Q4,0.0564752,3804.893
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2022Q4,0.0725964,4244.804
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2022Q4,0.0759615,5350.682
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2022Q4,0.0886062,6895.560
Industry groups,Administrative and support services,SG01RSC04B01MN2,2022Q4,0.0186039,1591.457
Industry groups,Local Government administration,SG01RSC04B01OO1,2022Q4,0.0046305,398.522
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2022Q4,0.0377160,2866.530
Industry groups,Education and training,SG01RSC04B01PP1,2022Q4,0.0431921,2312.017
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2022Q4,0.0659924,4601.578
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2022Q4,0.0114274,986.124
Industry groups,Other services,SG01RSC04B01RS2,2022Q4,0.0189517,1267.951
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2022Q4,0.0814105,5240.219
Industry groups,Agriculture,SG01RSC04B01AA1,2023Q1,0.0456572,2458.425
Industry groups,Forestry and logging,SG01RSC04B01AA2,2023Q1,0.0041108,360.985
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2023Q1,0.0080346,643.715
Industry groups,Mining,SG01RSC04B01BB1,2023Q1,0.0068316,537.943
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2023Q1,0.0286865,1933.638
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2023Q1,0.0020359,158.697
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2023Q1,0.0074903,492.935
Industry groups,Printing,SG01RSC04B01CC4,2023Q1,0.0017606,134.375
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2023Q1,0.0146125,455.154
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2023Q1,0.0037743,269.246
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2023Q1,0.0102226,650.308
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2023Q1,0.0169084,1304.889
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2023Q1,0.0026211,208.812
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2023Q1,0.0269336,1846.532
Industry groups,Construction,SG01RSC04B01EE1,2023Q1,0.0678191,4348.845
Industry groups,Wholesale trade,SG01RSC04B01FF1,2023Q1,0.0529593,3734.454
Industry groups,Retail trade,SG01RSC04B01GH1,2023Q1,0.0473647,3439.642
Industry groups,Accommodation services,SG01RSC04B01GH2,2023Q1,0.0185142,1393.286
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2023Q1,0.0365972,2648.037
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2023Q1,0.0215019,2965.821
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2023Q1,0.0564752,3878.770
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2023Q1,0.0725964,4310.422
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2023Q1,0.0759615,5363.747
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2023Q1,0.0886062,6600.781
Industry groups,Administrative and support services,SG01RSC04B01MN2,2023Q1,0.0186039,1614.456
Industry groups,Local Government administration,SG01RSC04B01OO1,2023Q1,0.0046305,403.509
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2023Q1,0.0377160,2901.412
Industry groups,Education and training,SG01RSC04B01PP1,2023Q1,0.0431921,2271.101
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2023Q1,0.0659924,4532.482
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2023Q1,0.0114274,927.008
Industry groups,Other services,SG01RSC04B01RS2,2023Q1,0.0189517,1280.944
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2023Q1,0.0814105,5502.645
Industry groups,Agriculture,SG01RSC04B01AA1,2023Q2,0.0456572,2452.884
Industry groups,Forestry and logging,SG01RSC04B01AA2,2023Q2,0.0041108,365.770
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2023Q2,0.0080346,655.589
Industry groups,Mining,SG01RSC04B01BB1,2023Q2,0.0068316,556.084
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2023Q2,0.0286865,1965.661
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2023Q2,0.0020359,165.516
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2023Q2,0.0074903,461.323
Industry groups,Printing,SG01RSC04B01CC4,2023Q2,0.0017606,131.010
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2023Q2,0.0146125,473.915
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2023Q2,0.0037743,263.782
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2023Q2,0.0102226,662.580
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2023Q2,0.0169084,1319.974
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2023Q2,0.0026211,201.938
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2023Q2,0.0269336,1894.240
Industry groups,Construction,SG01RSC04B01EE1,2023Q2,0.0678191,4417.452
Industry groups,Wholesale trade,SG01RSC04B01FF1,2023Q2,0.0529593,3723.289
Industry groups,Retail trade,SG01RSC04B01GH1,2023Q2,0.0473647,3380.543
Industry groups,Accommodation services,SG01RSC04B01GH2,2023Q2,0.0185142,1399.485
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2023Q2,0.0365972,2671.385
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2023Q2,0.0215019,2961.282
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2023Q2,0.0564752,3952.732
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2023Q2,0.0725964,4346.736
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2023Q2,0.0759615,5424.300
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2023Q2,0.0886062,6628.388
Industry groups,Administrative and support services,SG01RSC04B01MN2,2023Q2,0.0186039,1691.512
Industry groups,Local Government administration,SG01RSC04B01OO1,2023Q2,0.0046305,398.270
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2023Q2,0.0377160,2988.281
Industry groups,Education and training,SG01RSC04B01PP1,2023Q2,0.0431921,2320.339
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2023Q2,0.0659924,4525.819
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2023Q2,0.0114274,969.894
Industry groups,Other services,SG01RSC04B01RS2,2023Q2,0.0189517,1303.505
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2023Q2,0.0814105,5260.497
Industry groups,Agriculture,SG01RSC04B01AA1,2023Q3,0.0456572,2455.684
Industry groups,Forestry and logging,SG01RSC04B01AA2,2023Q3,0.0041108,361.697
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2023Q3,0.0080346,650.847
Industry groups,Mining,SG01RSC04B01BB1,2023Q3,0.0068316,545.815
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2023Q3,0.0286865,1918.564
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2023Q3,0.0020359,146.161
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2023Q3,0.0074903,457.157
Industry groups,Printing,SG01RSC04B01CC4,2023Q3,0.0017606,129.697
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2023Q3,0.0146125,414.701
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2023Q3,0.0037743,263.194
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2023Q3,0.0102226,635.540
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2023Q3,0.0169084,1293.161
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2023Q3,0.0026211,203.031
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2023Q3,0.0269336,1846.254
Industry groups,Construction,SG01RSC04B01EE1,2023Q3,0.0678191,4343.630
Industry groups,Wholesale trade,SG01RSC04B01FF1,2023Q3,0.0529593,3652.395
Industry groups,Retail trade,SG01RSC04B01GH1,2023Q3,0.0473647,3379.265
Industry groups,Accommodation services,SG01RSC04B01GH2,2023Q3,0.0185142,1390.037
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2023Q3,0.0365972,2551.035
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2023Q3,0.0215019,3006.375
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2023Q3,0.0564752,3997.560
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2023Q3,0.0725964,4394.549
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2023Q3,0.0759615,5483.262
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2023Q3,0.0886062,6641.819
Industry groups,Administrative and support services,SG01RSC04B01MN2,2023Q3,0.0186039,1667.744
Industry groups,Local Government administration,SG01RSC04B01OO1,2023Q3,0.0046305,406.139
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2023Q3,0.0377160,2998.115
Industry groups,Education and training,SG01RSC04B01PP1,2023Q3,0.0431921,2349.258
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2023Q3,0.0659924,4629.205
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2023Q3,0.0114274,1029.621
Industry groups,Other services,SG01RSC04B01RS2,2023Q3,0.0189517,1308.369
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2023Q3,0.0814105,5001.468
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1987Q2,0.0609628,1839.273
High level industry groups,Mining,SG01RSC02B01A02,1987Q2,0.0140206,538.007
High level industry groups,Manufacturing,SG01RSC02B01B01,1987Q2,0.1939019,4536.383
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1987Q2,0.0297694,1125.525
High level industry groups,Construction,SG01RSC02B01B03,1987Q2,0.0500788,1565.187
High level industry groups,Wholesale trade,SG01RSC02B01C01,1987Q2,0.0574564,1556.707
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1987Q2,0.0671556,1844.975
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1987Q2,0.0535779,941.055
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1987Q2,0.0433400,433.118
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1987Q2,0.0538671,1487.324
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1987Q2,0.1054535,3812.252
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1987Q2,0.0528712,2285.206
High level industry groups,Public administration and safety,SG01RSC02B01C08,1987Q2,0.0436076,1379.190
High level industry groups,Education and training,SG01RSC02B01C09,1987Q2,0.0388231,1379.572
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1987Q2,0.0421132,1285.957
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1987Q2,0.0249580,798.027
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1987Q2,0.0680429,1799.784
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1987Q3,0.0609628,1900.622
High level industry groups,Mining,SG01RSC02B01A02,1987Q3,0.0140206,452.824
High level industry groups,Manufacturing,SG01RSC02B01B01,1987Q3,0.1939019,4431.720
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1987Q3,0.0297694,1109.923
High level industry groups,Construction,SG01RSC02B01B03,1987Q3,0.0500788,1633.089
High level industry groups,Wholesale trade,SG01RSC02B01C01,1987Q3,0.0574564,1514.564
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1987Q3,0.0671556,1831.241
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1987Q3,0.0535779,971.483
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1987Q3,0.0433400,448.299
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1987Q3,0.0538671,1500.103
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1987Q3,0.1054535,3867.815
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1987Q3,0.0528712,2380.965
High level industry groups,Public administration and safety,SG01RSC02B01C08,1987Q3,0.0436076,1375.901
High level industry groups,Education and training,SG01RSC02B01C09,1987Q3,0.0388231,1382.821
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1987Q3,0.0421132,1281.340
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1987Q3,0.0249580,803.348
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1987Q3,0.0680429,1759.626
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1987Q4,0.0609628,2007.604
High level industry groups,Mining,SG01RSC02B01A02,1987Q4,0.0140206,646.474
High level industry groups,Manufacturing,SG01RSC02B01B01,1987Q4,0.1939019,4370.630
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1987Q4,0.0297694,1112.423
High level industry groups,Construction,SG01RSC02B01B03,1987Q4,0.0500788,1640.570
High level industry groups,Wholesale trade,SG01RSC02B01C01,1987Q4,0.0574564,1436.549
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1987Q4,0.0671556,1827.122
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1987Q4,0.0535779,1015.037
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1987Q4,0.0433400,450.058
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1987Q4,0.0538671,1501.024
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1987Q4,0.1054535,3841.017
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1987Q4,0.0528712,2404.008
High level industry groups,Public administration and safety,SG01RSC02B01C08,1987Q4,0.0436076,1373.239
High level industry groups,Education and training,SG01RSC02B01C09,1987Q4,0.0388231,1387.379
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1987Q4,0.0421132,1284.608
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1987Q4,0.0249580,828.872
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1987Q4,0.0680429,1860.129
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1988Q1,0.0609628,2004.532
High level industry groups,Mining,SG01RSC02B01A02,1988Q1,0.0140206,661.950
High level industry groups,Manufacturing,SG01RSC02B01B01,1988Q1,0.1939019,4372.845
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1988Q1,0.0297694,1120.942
High level industry groups,Construction,SG01RSC02B01B03,1988Q1,0.0500788,1660.553
High level industry groups,Wholesale trade,SG01RSC02B01C01,1988Q1,0.0574564,1520.610
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1988Q1,0.0671556,1802.455
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1988Q1,0.0535779,1040.747
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1988Q1,0.0433400,448.656
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1988Q1,0.0538671,1477.570
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1988Q1,0.1054535,3791.208
